date,type,from_country,to_country,amount_cmb,voyage_distance,confidence_score
2024-09-21,arrival,Algeria,Spain,75500,749.0,1.0
2024-09-21,arrival,Malaysia,Japan,170000,5164.0,1.0
2024-09-21,arrival,Qatar,India,265000,3380.0,1.0
2024-09-22,arrival,Australia,Indonesia,348000,9033.0,1.0
2024-09-23,arrival,Indonesia,Indonesia,138273,2237.0,1.0
2024-09-23,arrival,Qatar,United Arab Emirates,216200,475.0,1.0
2024-09-23,arrival,Qatar,South Korea,267335,11711.0,1.0
2024-09-24,arrival,United States,Spain,173000,9039.0,1.0
2024-09-24,arrival,Qatar,Thailand,210000,8373.0,1.0
2024-09-24,arrival,Qatar,Croatia,216000,8135.0,1.0
2024-09-25,arrival,Australia,Japan,174000,7017.0,1.0
2024-09-26,arrival,Qatar,United Arab Emirates,138000,475.0,1.0
2024-09-26,arrival,Australia,China,160000,5076.0,1.0
2024-09-26,arrival,Russia,China,173000,24474.0,1.0
2024-09-26,arrival,Russia,France,173000,5724.0,1.0
2024-09-26,arrival,Qatar,Thailand,209220,8373.0,1.0
2024-09-26,arrival,Qatar,India,261700,3380.0,1.0
2024-09-27,arrival,Russia,Sweden,18000,674.0,1.0
2024-09-27,arrival,United Arab Emirates,India,135000,4430.0,1.0
2024-09-27,arrival,United Arab Emirates,Japan,135000,12282.0,1.0
2024-09-27,arrival,United States,South Korea,174000,19083.0,1.0
2024-09-27,arrival,Qatar,Thailand,216000,8373.0,1.0
2024-09-28,arrival,United Arab Emirates,Malaysia,137100,6888.0,1.0
2024-09-28,arrival,Russia,South Korea,172000,25031.0,1.0
2024-09-28,arrival,United States,Netherlands,175000,9218.0,1.0
2024-09-29,arrival,Russia,Belgium,30000,2442.0,1.0
2024-09-29,arrival,Malaysia,Malaysia,45000,1522.0,1.0
2024-09-29,arrival,Australia,China,174000,5076.0,1.0
2024-09-29,arrival,Qatar,China,266000,9539.0,1.0
2024-09-30,arrival,Australia,Japan,167000,7305.0,1.0
2024-10-01,arrival,Russia,France,170000,5724.0,1.0
2024-10-01,arrival,Australia,Indonesia,328948,3500.0,1.0
2024-10-02,arrival,Russia,Sweden,18000,1571.0,1.0
2024-10-02,arrival,Qatar,Pakistan,138262,1732.0,1.0
2024-10-02,arrival,Russia,Netherlands,169355,4741.0,1.0
2024-10-02,arrival,Russia,Finland,170200,116.0,1.0
2024-10-02,arrival,Australia,Japan,174000,7017.0,1.0
2024-10-02,arrival,Qatar,Thailand,216200,8373.0,1.0
2024-10-02,arrival,Algeria,Spain,308058,1400.0,1.0
2024-10-03,arrival,Algeria,Spain,180000,722.0,1.0
2024-10-03,arrival,Qatar,United Arab Emirates,426300,950.0,1.0
2024-10-04,arrival,Indonesia,Indonesia,138273,2303.0,1.0
2024-10-04,arrival,United States,Portugal,170000,8416.0,1.0
2024-10-04,arrival,Qatar,South Korea,261700,11629.0,1.0
2024-10-04,arrival,Qatar,China,266398,9799.0,1.0
2024-10-05,arrival,Australia,Taiwan,170000,4638.0,1.0
2024-10-05,arrival,Russia,Spain,170000,6013.0,1.0
2024-10-05,arrival,Qatar,United Kingdom,266000,11465.0,1.0
2024-10-06,arrival,Australia,Japan,145700,7048.0,1.0
2024-10-06,arrival,Nigeria,Spain,148300,7281.0,1.0
2024-10-06,arrival,United States,India,173673,18133.0,1.0
2024-10-06,arrival,Qatar,Netherlands,174000,12238.0,1.0
2024-10-06,arrival,United States,United States,174000,3246.0,1.0
2024-10-06,arrival,Qatar,India,265000,3380.0,1.0
2024-10-07,arrival,Australia,Malaysia,137540,3210.0,1.0
2024-10-07,arrival,Trinidad and Tobago,Netherlands,161870,7625.0,1.0
2024-10-07,arrival,Russia,France,173000,4852.0,1.0
2024-10-07,arrival,Qatar,China,266000,11188.0,1.0
2024-10-08,arrival,Russia,Belgium,30000,2442.0,1.0
2024-10-08,arrival,United States,Croatia,174000,11844.0,1.0
2024-10-09,arrival,Russia,Spain,155000,5643.0,1.0
2024-10-09,arrival,Australia,Hong Kong,160000,5249.0,1.0
2024-10-09,arrival,Russia,France,170000,5724.0,1.0
2024-10-09,arrival,Australia,Taiwan,341000,11692.0,1.0
2024-10-10,arrival,Norway,Poland,142612,2577.0,3.0
2024-10-10,arrival,United States,Indonesia,174000,21121.0,1.0
2024-10-11,arrival,Russia,Sweden,18000,674.0,1.0
2024-10-11,arrival,Nigeria,Spain,137300,6537.0,1.0
2024-10-11,arrival,Russia,South Korea,170000,24997.0,1.0
2024-10-11,arrival,United States,Netherlands,172000,9168.0,1.0
2024-10-11,arrival,Malaysia,Malaysia,174000,1799.0,1.0
2024-10-11,arrival,Qatar,South Korea,216200,11711.0,1.0
2024-10-12,arrival,Algeria,Spain,137482,494.0,1.0
2024-10-12,arrival,United States,China,164000,20935.0,1.0
2024-10-12,arrival,Australia,Japan,173000,7444.0,1.0
2024-10-12,arrival,United States,Kuwait,174198,18456.0,1.0
2024-10-13,arrival,Russia,Sweden,18000,674.0,1.0
2024-10-13,arrival,Qatar,United Arab Emirates,135359,475.0,1.0
2024-10-13,arrival,Nigeria,France,170000,7826.0,1.0
2024-10-13,arrival,Russia,France,173000,4852.0,1.0
2024-10-13,arrival,Egypt,Spain,180000,2938.0,1.0
2024-10-14,arrival,Russia,Taiwan,173000,23218.0,1.0
2024-10-14,arrival,United States,Panama,174000,2745.0,1.0
2024-10-14,arrival,United States,United States,174000,0.0,1.0
2024-10-14,arrival,Qatar,Kuwait,267335,513.0,1.0
2024-10-14,arrival,United States,Gibraltar,354000,17430.0,1.5
2024-10-15,arrival,Russia,Portugal,170200,4412.0,1.0
2024-10-16,arrival,United States,Spain,159274,9039.0,1.0
2024-10-16,arrival,Algeria,Italy,170000,1344.0,1.0
2024-10-16,arrival,Russia,Spain,174000,6013.0,1.0
2024-10-16,arrival,Qatar,Thailand,216200,8373.0,1.0
2024-10-16,arrival,Qatar,India,261700,3380.0,1.0
2024-10-16,arrival,Qatar,Spain,266000,8897.0,1.0
2024-10-17,arrival,Qatar,United Arab Emirates,138000,475.0,1.0
2024-10-17,arrival,Norway,France,147208,2561.0,1.0
2024-10-17,arrival,Australia,Indonesia,174000,4343.0,1.0
2024-10-18,arrival,United Arab Emirates,Japan,137000,12282.0,1.0
2024-10-18,arrival,Indonesia,Indonesia,138273,2237.0,1.0
2024-10-18,arrival,Qatar,India,145000,4498.0,1.0
2024-10-18,arrival,United States,Brazil,160000,6199.0,1.0
2024-10-18,arrival,Russia,Netherlands,170000,4741.0,1.0
2024-10-19,arrival,Russia,Belgium,30000,2442.0,1.0
2024-10-19,arrival,Nigeria,France,148300,7826.0,1.0
2024-10-19,arrival,Qatar,Kuwait,265000,513.0,1.0
2024-10-20,arrival,Russia,Sweden,18000,674.0,1.0
2024-10-20,arrival,United States,Gibraltar,160000,8853.0,1.0
2024-10-20,arrival,Qatar,China,209220,9539.0,1.0
2024-10-20,arrival,Qatar,India,210168,3380.0,2.0
2024-10-21,arrival,United States,Gibraltar,174000,8853.0,1.0
2024-10-21,arrival,United States,Hong Kong,174000,20193.0,1.0
2024-10-21,arrival,United States,United States,177000,3196.0,1.0
2024-10-21,arrival,Qatar,Gibraltar,210152,9358.0,1.0
2024-10-22,arrival,Australia,Indonesia,154948,1631.0,1.0
2024-10-22,arrival,United States,Chile,164000,7100.0,1.0
2024-10-22,arrival,Russia,Spain,169355,6013.0,1.0
2024-10-22,arrival,Australia,Malaysia,174000,3441.0,1.0
2024-10-22,arrival,Qatar,China,216200,10461.0,1.0
2024-10-23,arrival,Malaysia,Malaysia,45000,1522.0,1.0
2024-10-23,arrival,Turkmenistan,France,160500,10213.0,1.0
2024-10-23,arrival,United States,France,173400,10142.0,1.0
2024-10-24,arrival,United States,Mexico,155000,6886.0,3.0
2024-10-24,arrival,Russia,Belgium,170000,4806.0,1.0
2024-10-24,arrival,Russia,France,173000,5724.0,1.0
2024-10-24,arrival,Qatar,China,215100,9539.0,1.0
2024-10-24,arrival,Qatar,Poland,216200,13239.0,1.0
2024-10-25,arrival,United Arab Emirates,United Arab Emirates,135000,383.0,1.0
2024-10-25,arrival,Norway,Germany,142759,2295.0,1.0
2024-10-25,arrival,Australia,Indonesia,160000,1631.0,1.0
2024-10-26,arrival,Russia,Sweden,18000,1571.0,1.0
2024-10-26,arrival,Russia,Japan,135000,1932.0,1.0
2024-10-26,arrival,Malaysia,Thailand,170000,2718.0,1.0
2024-10-26,arrival,United States,Thailand,170000,22756.0,1.0
2024-10-26,arrival,United States,Japan,172000,17390.0,1.0
2024-10-26,arrival,United States,Italy,173000,10374.0,1.0
2024-10-26,arrival,Australia,Malaysia,174000,3210.0,1.0
2024-10-27,arrival,Algeria,Türkiye,138058,2680.0,1.0
2024-10-27,arrival,Russia,Belgium,173400,4806.0,1.0
2024-10-27,arrival,Qatar,Belgium,265000,11847.0,1.0
2024-10-28,arrival,Australia,Indonesia,155000,1344.0,1.0
2024-10-29,arrival,Russia,Belgium,30000,2442.0,1.0
2024-10-29,arrival,Russia,Japan,135000,1932.0,1.0
2024-10-29,arrival,Australia,Indonesia,152615,1344.0,1.0
2024-10-29,arrival,United States,United States,173673,3246.0,1.0
2024-10-29,arrival,Qatar,India,265000,3380.0,1.0
2024-10-29,arrival,Australia,Japan,337000,13385.0,1.0
2024-10-30,arrival,Nigeria,Thailand,145914,16528.0,1.0
2024-10-30,arrival,Qatar,India,265000,3380.0,1.0
2024-10-30,arrival,Qatar,Thailand,432000,16746.0,1.0
2024-10-31,arrival,Russia,France,173000,5724.0,1.0
2024-10-31,arrival,Qatar,Kuwait,210000,513.0,1.0
2024-11-01,arrival,Australia,Thailand,174000,4896.0,1.0
2024-11-01,arrival,United States,United States,174000,3246.0,1.0
2024-11-01,arrival,United States,Netherlands,175000,9447.0,1.0
2024-11-01,arrival,Qatar,Thailand,210100,8373.0,1.0
2024-11-02,arrival,Australia,Japan,155000,8278.0,1.0
2024-11-02,arrival,Russia,China,172000,23084.0,1.0
2024-11-03,arrival,Russia,Sweden,18000,674.0,1.0
2024-11-03,arrival,Russia,Belgium,170000,4806.0,1.0
2024-11-04,arrival,Qatar,Poland,216200,13239.0,1.0
2024-11-05,arrival,United Arab Emirates,Malaysia,137100,6888.0,1.0
2024-11-05,arrival,United States,United States,166686,3196.0,1.0
2024-11-05,arrival,Nigeria,Thailand,170000,16528.0,1.0
2024-11-05,arrival,Russia,France,170000,5724.0,1.0
2024-11-05,arrival,Russia,United Kingdom,170000,5091.0,1.0
2024-11-05,arrival,Australia,Indonesia,174000,4343.0,1.0
2024-11-06,arrival,Nigeria,Portugal,148300,6566.0,1.0
2024-11-06,arrival,Australia,Thailand,167000,4608.0,1.0
2024-11-06,arrival,United States,United Kingdom,174000,8508.0,1.0
2024-11-06,arrival,Qatar,Malaysia,267335,6850.0,1.0
2024-11-07,arrival,Algeria,Türkiye,138058,2680.0,1.0
2024-11-07,arrival,United States,Kuwait,172000,18456.0,1.0
2024-11-08,arrival,Russia,Belgium,30000,2442.0,1.0
2024-11-08,arrival,Equatorial Guinea,India,152482,12942.0,1.0
2024-11-09,arrival,Norway,France,147208,3433.0,1.0
2024-11-09,arrival,United States,Jamaica,174000,2676.0,1.0
2024-11-11,arrival,Russia,France,170000,4852.0,1.0
2024-11-11,arrival,Russia,Spain,173000,6013.0,1.0
2024-11-11,arrival,Australia,Taiwan,174000,5353.0,1.0
2024-11-11,arrival,Nigeria,Türkiye,176190,10340.0,1.0
2024-11-12,arrival,Australia,Thailand,173000,4608.0,1.0
2024-11-12,arrival,Qatar,Croatia,216200,8135.0,1.0
2024-11-12,arrival,Qatar,India,267335,3380.0,1.0
2024-11-13,arrival,Nigeria,Spain,141000,6976.0,1.0
2024-11-13,arrival,United States,Italy,174000,10487.0,1.0
2024-11-14,arrival,United Arab Emirates,Malaysia,135000,6888.0,1.0
2024-11-14,arrival,Qatar,Taiwan,138262,9933.0,1.0
2024-11-14,arrival,Russia,Türkiye,170200,8178.0,1.0
2024-11-14,arrival,Russia,France,173400,5724.0,1.0
2024-11-14,arrival,Australia,Malaysia,174000,3441.0,1.0
2024-11-14,arrival,Qatar,India,261700,3380.0,1.0
2024-11-15,arrival,Australia,Indonesia,154948,1631.0,1.0
2024-11-15,arrival,Australia,China,160000,5076.0,1.0
2024-11-15,arrival,Russia,Netherlands,173000,4741.0,1.0
2024-11-15,arrival,Qatar,Kuwait,174000,513.0,1.0
2024-11-16,arrival,Australia,Indonesia,155000,1631.0,1.0
2024-11-16,arrival,Australia,Japan,160000,7017.0,1.0
2024-11-16,arrival,Russia,Hong Kong,168835,22800.0,1.0
2024-11-16,arrival,Qatar,India,265000,3380.0,1.0
2024-11-17,arrival,Malaysia,Malaysia,135490,1522.0,1.0
2024-11-17,arrival,Nigeria,Portugal,148300,6566.0,1.0
2024-11-17,arrival,Nigeria,Japan,170000,20052.0,1.0
2024-11-17,arrival,United States,Spain,174198,8593.0,1.0
2024-11-17,arrival,Qatar,South Korea,261700,11629.0,1.0
2024-11-18,arrival,Russia,Belgium,30000,2442.0,1.0
2024-11-18,arrival,Russia,France,173000,4852.0,1.0
2024-11-18,arrival,Qatar,Croatia,216000,8135.0,1.0
2024-11-19,arrival,Russia,Sweden,18000,674.0,1.0
2024-11-19,arrival,United States,United Kingdom,174000,9092.0,2.0
2024-11-19,arrival,Qatar,Japan,216200,12381.0,1.0
2024-11-20,arrival,United Arab Emirates,Malaysia,135000,6888.0,1.0
2024-11-20,arrival,Qatar,China,266000,11188.0,1.0
2024-11-28,arrival,United Arab Emirates,Malaysia,135000,6888.0,1.0
2024-11-28,arrival,Turkmenistan,Thailand,145842,9929.0,1.0
2024-11-28,arrival,United States,Spain,173000,9039.0,1.0
2024-11-28,arrival,Qatar,Gibraltar,210000,9358.0,1.0
2024-11-28,arrival,Russia,Netherlands,325000,7084.0,1.0
2024-11-29,arrival,Malaysia,Malaysia,45000,1522.0,1.0
2024-11-29,arrival,Turkmenistan,Germany,160500,13888.0,1.0
2024-11-29,arrival,Australia,Indonesia,174000,4703.0,1.0
2024-11-29,arrival,Trinidad and Tobago,Gibraltar,174000,6470.0,1.0
2024-11-29,arrival,United States,Gibraltar,174000,8690.0,3.0
2024-11-29,arrival,United States,Portugal,175000,8416.0,1.0
2024-11-29,arrival,Qatar,Thailand,216000,8373.0,1.0
2024-11-30,arrival,Norway,Sweden,18000,1347.0,1.0
2024-11-30,arrival,Nigeria,Kuwait,145926,14246.0,1.0
2024-11-30,arrival,Russia,France,172000,4852.0,1.0
2024-11-30,arrival,Russia,Spain,173000,6013.0,1.0
2024-11-30,arrival,Qatar,India,261700,3380.0,1.0
2024-11-30,arrival,United States,Gibraltar,350633,17543.0,1.5
2024-12-01,arrival,Algeria,United Kingdom,138058,2959.0,1.0
2024-12-01,arrival,Russia,Belgium,203000,7248.0,1.0
2024-12-02,arrival,Malaysia,Malaysia,45000,1522.0,1.0
2024-12-02,arrival,Qatar,China,266000,9539.0,1.0
2024-12-03,arrival,Russia,France,173400,5724.0,1.0
2024-12-03,arrival,Turkmenistan,France,209220,10213.0,1.0
2024-12-04,arrival,Russia,Japan,135000,1932.0,1.0
2024-12-04,arrival,Algeria,Portugal,155900,992.0,1.0
2024-12-04,arrival,Australia,France,170000,17451.0,1.0
2024-12-04,arrival,Russia,France,170000,4852.0,1.0
2024-12-04,arrival,Nigeria,France,170520,7792.0,1.0
2024-12-04,arrival,United States,Türkiye,172000,11771.0,1.0
2024-12-04,arrival,Australia,Thailand,173000,5035.0,1.0
2024-12-04,arrival,Qatar,Malaysia,267335,6850.0,1.0
2024-12-05,arrival,Russia,China,169355,23084.0,1.0
2024-12-05,arrival,Nigeria,Portugal,170000,6566.0,1.0
2024-12-05,arrival,Australia,Thailand,174000,4896.0,1.0
2024-12-06,arrival,Norway,France,147208,2561.0,1.0
2024-12-06,arrival,Australia,Thailand,167000,4608.0,1.0
2024-12-06,arrival,Australia,Malaysia,174000,3441.0,1.0
2024-12-06,arrival,Russia,China,174000,22686.0,1.0
2024-12-07,arrival,Australia,Indonesia,152615,1344.0,1.0
2024-12-07,arrival,Norway,France,172000,3433.0,1.0
2024-12-07,arrival,Qatar,Thailand,216000,8373.0,1.0
2024-12-08,arrival,Australia,China,160000,5076.0,1.0
2024-12-08,arrival,United States,Mexico,174000,6937.0,1.0
2024-12-09,arrival,Qatar,China,138000,9539.0,1.0
2024-12-09,arrival,Nigeria,Portugal,170000,6566.0,1.0
2024-12-09,arrival,Australia,Thailand,173000,4608.0,1.0
2024-12-09,arrival,United States,Brazil,174000,8698.0,1.0
2024-12-09,arrival,United States,Jordan,174000,13005.0,1.0
2024-12-09,arrival,Qatar,Thailand,266000,8373.0,1.0
2024-12-10,arrival,United States,United Arab Emirates,170000,17742.0,1.0
2024-12-11,arrival,Algeria,Türkiye,138058,2680.0,1.0
2024-12-11,arrival,Russia,Spain,170000,6013.0,1.0
2024-12-11,arrival,Russia,France,173000,4852.0,1.0
2024-12-11,arrival,Qatar,Croatia,210000,8135.0,1.0
2024-12-11,arrival,Qatar,India,261700,3380.0,1.0
2024-12-12,arrival,Russia,Belgium,170000,4806.0,1.0
2024-12-13,arrival,Russia,Finland,18000,621.0,1.0
2024-12-13,arrival,Qatar,Hong Kong,265000,9514.0,1.0
2024-12-15,arrival,Nigeria,Taiwan,137300,17798.0,1.0
2024-12-15,arrival,Nigeria,Portugal,170000,6566.0,1.0
2024-12-15,arrival,Russia,United Kingdom,170000,4857.0,1.0
2024-12-15,arrival,Russia,Türkiye,170200,8178.0,1.0
2024-12-15,arrival,Australia,Thailand,172000,4896.0,1.0
2024-12-15,arrival,Qatar,China,209220,9539.0,1.0
2024-12-15,arrival,Australia,Indonesia,329000,6047.0,1.0
2024-12-16,arrival,Indonesia,Indonesia,138273,2237.0,1.0
2024-12-16,arrival,Nigeria,France,148300,7826.0,1.0
2024-12-16,arrival,Russia,China,168873,23084.0,1.0
2024-12-16,arrival,Algeria,Netherlands,172000,3085.0,1.0
2024-12-16,arrival,Russia,Netherlands,172000,4741.0,1.0
2024-12-16,arrival,Qatar,France,215100,8657.0,1.0
2024-12-17,arrival,United Arab Emirates,Malaysia,137000,6888.0,1.0
2024-12-17,arrival,Qatar,China,266000,11188.0,1.0
2024-12-17,arrival,Russia,France,345000,10576.0,1.0
2024-12-18,arrival,United Arab Emirates,Japan,137100,12282.0,1.0
2024-12-18,arrival,United States,Colombia,160000,3519.0,1.0
2024-12-18,arrival,United States,Portugal,162000,8416.0,1.0
2024-12-18,arrival,Russia,Türkiye,170200,8178.0,1.0
2024-12-18,arrival,Australia,Indonesia,174000,4703.0,1.0
2024-12-18,arrival,Australia,Japan,174000,7335.0,1.0
2024-12-18,arrival,United States,Chile,175000,6885.0,1.0
2024-12-23,arrival,Russia,Lithuania,30000,812.0,1.0
2024-12-23,arrival,Australia,Indonesia,155000,1631.0,1.0
2024-12-23,arrival,Russia,France,173400,4852.0,1.0
2024-12-23,arrival,United States,Gibraltar,174000,8853.0,1.0
2024-12-23,arrival,Qatar,Belgium,216200,11847.0,1.0
2024-12-23,arrival,Russia,Netherlands,346000,9482.0,1.0
2024-12-23,arrival,Qatar,India,425700,6043.0,1.0
2024-12-24,arrival,Russia,Belgium,170000,4806.0,1.0
2024-12-24,arrival,Russia,Portugal,170000,6676.0,1.0
2024-12-24,arrival,United States,Kuwait,172000,18456.0,1.0
2024-12-24,arrival,United States,Spain,174198,9691.0,1.0
2024-12-24,arrival,Qatar,Croatia,216000,8135.0,1.0
2024-12-25,arrival,Australia,South Korea,152482,6773.0,1.0
2024-12-25,arrival,Australia,Japan,160000,6836.0,1.0
2024-12-25,arrival,Qatar,China,266000,9539.0,1.0
2024-12-26,arrival,Australia,South Korea,170000,6355.0,1.0
2024-12-26,arrival,Nigeria,Netherlands,173000,8540.0,1.0
2024-12-26,arrival,Qatar,Thailand,216200,8373.0,1.0
2024-12-26,arrival,Qatar,India,265000,3380.0,1.0
2024-12-26,arrival,Qatar,China,266398,9799.0,1.0
2024-12-27,arrival,Norway,France,172000,3433.0,1.0
2024-12-27,arrival,Russia,Belgium,173000,4806.0,1.0
2024-12-27,arrival,Russia,France,173000,4852.0,1.0
2024-12-27,arrival,United States,Germany,174000,9536.0,1.0
2024-12-27,arrival,United States,Lithuania,174000,10467.0,1.0
2024-12-28,arrival,United Arab Emirates,Malaysia,135000,6888.0,1.0
2024-12-28,arrival,Russia,Greece,155000,7664.0,1.0
2024-12-28,arrival,Australia,China,174000,5076.0,1.0
2024-12-28,arrival,Australia,Indonesia,174000,4703.0,1.0
2024-12-28,arrival,Qatar,Thailand,216200,8373.0,1.0
2024-12-28,arrival,Turkmenistan,China,216200,13100.0,1.0
2024-12-29,arrival,Nigeria,Thailand,145952,16528.0,1.0
2024-12-29,arrival,United States,Greece,159274,11505.0,1.0
2024-12-29,arrival,United States,Chile,172000,7765.0,1.0
2024-12-29,arrival,Russia,Netherlands,173000,4741.0,1.0
2024-12-29,arrival,Qatar,Gibraltar,210100,9358.0,1.0
2024-12-30,arrival,Turkmenistan,India,138517,4219.0,1.0
2024-12-30,arrival,Russia,Netherlands,170000,4741.0,1.0
2024-12-30,arrival,Australia,Malaysia,174000,3441.0,1.0
2024-12-30,arrival,Qatar,China,266000,11188.0,1.0
2024-12-30,arrival,Qatar,Thailand,266000,8373.0,1.0
2024-12-31,arrival,Russia,Finland,18000,621.0,1.0
2024-12-31,arrival,Russia,Belgium,30000,2442.0,1.0
2024-12-31,arrival,Australia,Malaysia,137540,3210.0,1.0
2024-12-31,arrival,Indonesia,Indonesia,138273,2303.0,1.0
2024-12-31,arrival,Norway,Germany,147208,2498.0,1.0
2024-12-31,arrival,Trinidad and Tobago,Gibraltar,160000,6470.0,1.0
2024-12-31,arrival,Russia,United Kingdom,168835,5091.0,1.0
2024-12-31,arrival,Russia,Spain,172000,6013.0,1.0
2024-12-31,arrival,United States,Indonesia,173400,22196.0,1.0
2024-12-31,arrival,Australia,Taiwan,174000,4638.0,1.0
2024-12-31,arrival,Malaysia,Malaysia,174000,1799.0,1.0
2024-12-31,arrival,United States,El Salvador,174000,4391.0,1.0
2024-12-31,arrival,United States,Gibraltar,174000,8740.0,1.0
2024-12-31,arrival,United States,Türkiye,174000,11771.0,1.0
2024-12-31,arrival,Qatar,Thailand,390200,16746.0,1.0
2024-12-31,arrival,Qatar,India,532335,6760.0,1.0
2024-12-31,arrival,Russia,Netherlands,670000,16566.0,1.0
2020-01-01,departure,United States,Portugal,160000,8645.0,4.0
2020-01-01,departure,Norway,United Kingdom,166686,1347.0,4.0
2020-01-01,departure,United States,United Kingdom,174000,8737.0,4.0
2020-01-02,departure,Australia,Japan,127525,7045.0,4.0
2020-01-02,departure,Russia,Spain,172000,24997.0,4.0
2020-01-02,departure,United States,Japan,173000,17338.0,4.0
2020-01-02,departure,United States,Türkiye,180000,12132.0,4.0
2020-01-02,departure,Qatar,South Korea,217000,13239.0,4.0
2020-01-03,departure,Australia,South Korea,152615,3441.0,4.0
2020-01-03,departure,Russia,Belgium,170000,4806.0,4.0
2020-01-03,departure,United States,Japan,174000,17523.0,4.0
2020-01-03,departure,Qatar,Türkiye,216000,16746.0,4.0
2020-01-04,departure,United Arab Emirates,Japan,137000,12313.0,4.0
2020-01-04,departure,Russia,Belgium,170000,9612.0,4.0
2020-01-04,departure,Australia,Japan,174000,7475.0,4.0
2020-01-04,departure,Qatar,China,266000,11847.0,4.0
2020-01-05,departure,Norway,Sweden,18000,3722.0,4.0
2020-01-05,departure,Russia,United Kingdom,170000,5091.0,4.0
2020-01-05,departure,Nigeria,India,175000,7826.0,4.0
2020-01-06,departure,Norway,Poland,147208,2451.0,4.0
2020-01-06,departure,Qatar,China,266000,11847.0,4.0
2020-01-07,departure,United States,United Kingdom,164000,8737.0,4.0
2020-01-08,departure,Algeria,France,75500,1032.0,4.0
2020-01-08,departure,Australia,Japan,127544,14181.0,4.0
2020-01-08,departure,United States,Mexico,174000,9218.0,4.0
2020-01-08,departure,Qatar,Japan,209220,12032.0,4.0
2020-01-08,departure,Qatar,South Korea,265000,9848.0,4.0
2020-01-09,departure,United States,Italy,149700,10324.0,4.0
2020-01-09,departure,Russia,China,150000,2442.0,4.0
2020-01-09,departure,Nigeria,India,170000,7826.0,4.0
2020-01-09,departure,Russia,Netherlands,170000,812.0,4.0
2020-01-09,departure,Qatar,Türkiye,209220,7186.0,4.0
2020-01-09,departure,Qatar,United Kingdom,217000,11465.0,4.0
2020-01-09,departure,Qatar,South Korea,266000,9848.0,4.0
2020-01-10,departure,Norway,United Kingdom,147208,468.0,4.0
2020-01-10,departure,Equatorial Guinea,Spain,167062,19858.0,4.0
2020-01-10,departure,United States,Chile,175000,6916.0,4.0
2020-01-11,departure,United States,Taiwan,138000,19647.0,4.0
2020-01-11,departure,Australia,China,167000,2959.0,4.0
2020-01-11,departure,Russia,Belgium,173000,4806.0,4.0
2020-01-11,departure,Russia,Spain,173000,6013.0,4.0
2020-01-11,departure,United States,Spain,180000,8613.0,4.0
2020-01-12,departure,Australia,China,167000,5961.0,4.0
2020-01-12,departure,United States,South Korea,180000,19056.0,4.0
2020-01-13,departure,Russia,France,172000,116.0,4.0
2020-01-13,departure,United States,Türkiye,174000,11720.0,4.0
2020-01-14,departure,Trinidad and Tobago,United States,138120,1321.0,4.0
2020-01-14,departure,Qatar,Pakistan,145663,11941.0,4.0
2020-01-14,departure,Oman,Pakistan,166000,11604.0,4.0
2020-01-15,departure,Norway,Sweden,18000,3722.0,4.0
2020-01-15,departure,Australia,Japan,125452,7048.0,4.0
2020-01-15,departure,Norway,Netherlands,142759,2961.0,4.0
2020-01-15,departure,Australia,China,152482,7112.0,4.0
2020-01-15,departure,Nigeria,Portugal,180000,13433.0,4.0
2020-01-16,departure,Russia,Netherlands,170000,812.0,4.0
2020-01-16,departure,Qatar,United Kingdom,261700,11465.0,4.0
2020-01-17,departure,Algeria,France,75500,1032.0,4.0
2020-01-17,departure,Trinidad and Tobago,United Kingdom,142612,7098.0,4.0
2020-01-17,departure,Russia,Spain,173000,8114.0,4.0
2020-01-18,departure,Australia,Japan,160000,6876.0,4.0
2020-01-18,departure,Nigeria,China,170000,2718.0,4.0
2020-01-18,departure,United States,Spain,170000,8822.0,4.0
2020-01-18,departure,Qatar,Pakistan,210166,11941.0,4.0
2020-01-19,departure,Nigeria,France,137300,18395.0,4.0
2020-01-19,departure,Australia,Japan,165500,7215.0,4.0
2020-01-19,departure,Russia,France,173000,621.0,4.0
2020-01-19,departure,United States,South Korea,174000,19165.0,4.0
2020-01-19,departure,Qatar,United Kingdom,210000,11465.0,4.0
2020-01-19,departure,Qatar,Japan,216200,12381.0,4.0
2020-01-19,departure,Qatar,South Korea,266000,9848.0,4.0
2020-01-20,departure,United States,Türkiye,173000,12000.0,4.0
2020-01-20,departure,Qatar,China,266398,11847.0,4.0
2020-01-21,departure,Australia,Japan,298000,6793.0,4.0
2020-01-22,departure,Russia,Finland,18000,25248.0,4.0
2020-01-22,departure,Trinidad and Tobago,Canada,159800,4265.0,4.0
2020-01-22,departure,United States,United Kingdom,160000,9092.0,4.0
2020-01-22,departure,Norway,United Kingdom,174000,1347.0,4.0
2020-01-22,departure,Qatar,Thailand,209220,9933.0,4.0
2020-01-23,departure,Australia,China,174000,8099.0,4.0
2020-01-24,departure,Russia,France,173400,621.0,4.0
2020-01-24,departure,Qatar,United Kingdom,210100,11465.0,4.0
2020-01-24,departure,United States,Türkiye,284011,12132.0,4.0
2020-01-25,departure,Norway,Poland,147208,2451.0,4.0
2020-01-25,departure,Nigeria,Türkiye,148300,16528.0,4.0
2020-01-25,departure,Australia,China,155000,5697.0,4.0
2020-01-25,departure,Russia,Netherlands,173000,812.0,4.0
